X,gene_id,gene_name,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,M.56.2,X1.56.R,X2.56.R,X3.56.R,X4.56.R,X5.56.R,M.56.1,M.56.3,M.56.4,M.56.5,M.56.6,seqnames,start,end,width,strand,gene_name,gene_id,EnrichNumber,MeanMethDiff,MeanBeta.WildType_1,MeanBeta.WildType_2,MeanBeta.WildType_3,MeanBeta.Mutation_1,MeanBeta.Mutation_2,MeanBeta.Mutation_3
1293,ENSDARG00000009493,MAP3K13,protein_coding,   45.88770,-2.190141,0.5345636,-4.097064,4.184232e-05,7.015142e-04,1.894151e+00,  76.351320,  47.222009,  80.4306962, 137.8073849,  57.5942152,   22.810992,   11.234663,  28.6261958,  21.739702,   19.053404,9,52694971,52816314,121344,-,MAP3K13,ENSDARG00000009493, 2, 69.8850924,0.066280440,0.172968810,0.526422764,0.932662912,0.953175850,0.919013858
1308,ENSDARG00000094577,cdc42se2,protein_coding,   28.81170,-2.782889,0.6810306,-4.086291,4.383247e-05,7.264528e-04,1.515321e+01,  80.777483,  57.022803,  54.1360455,  34.8304379,  43.8813068,    6.517426,    0.000000,  15.0664188,   1.207761,    8.335864,10, 5157475, 5221537, 64063,+,cdc42se2,ENSDARG00000094577, 4, 11.3308936,0.707340146,0.661784663,0.787289916,0.814748589,0.873211848,0.802884615
1369,ENSDARG00000109769,LO017835.1,protein_coding,   35.25054,-2.439098,0.6058872,-4.025664,5.681481e-05,8.996578e-04,3.314764e+01,  66.392452,  98.007943,  54.9094176,  62.8462250,  36.3392072,    3.258713,   13.277329,   7.5332094,   9.662090,    2.381675,23, 2540158, 2547762,  7605,+,LO017835.1,ENSDARG00000109769, 1, 18.6707255,0.672131148,0.670886076,0.775862069,0.950000000,0.877551020,0.854748603
1378,ENSDARG00000094854,ms4a17a.9,protein_coding,  109.82280, 2.452364,0.6102349, 4.018721,5.851502e-05,9.205287e-04,2.812814e+02,  55.327043,  80.188317,  10.8272091,   4.5431006,   9.5990359,  146.642094,  134.815957,  91.1518339, 219.812538,  173.862311,4,76606282,76633286, 27005,+,ms4a17a.9,ENSDARG00000094854, 3, 42.8097004,0.492334263,0.489339827,0.668871252,0.951230857,0.958432946,0.929913361
1381,ENSDARG00000059832,adgrb3,protein_coding,   36.60738,-3.062402,0.7624952,-4.016290,5.912143e-05,9.280480e-04,6.629528e+00, 140.530690,  91.771074,  40.2153481,  53.0028404,  26.7401713,    1.629357,    7.149331,   6.0265675,  28.986269,    0.000000,13,38300665,38593701,293037,+,adgrb3,ENSDARG00000059832, 2, 19.3751219,0.368902439,0.197916667,0.523351648,0.684210526,0.580808081,0.472222222
1396,ENSDARG00000018065,ntm,protein_coding,   87.35706,-2.113039,0.5276925,-4.004300,6.220139e-05,9.659038e-04,6.534820e+01, 159.341885, 147.902896, 159.3146481, 146.1364027, 138.5003747,   66.803621,   38.810654,   5.2732466,  10.869851,   22.625917,10,29961518,30589172,627655,+,ntm,ENSDARG00000018065, 4, -9.4388046,0.470643939,0.566729334,0.533450688,0.529380342,0.424524506,0.386718750
1403,ENSDARG00000012823,dlgap4b,protein_coding,   50.58360,-2.066847,0.5171550,-3.996571,6.426655e-05,9.929938e-04,7.576603e+00,  75.244779,  98.007943,  54.1360455, 115.0918819,  90.5051953,   13.034853,    5.106665,  37.6660470,  36.232836,   23.816755,6, 1831111, 1876664, 45554,-,dlgap4b,ENSDARG00000012823, 3,  6.6882604,0.345858586,0.339798851,0.412698413,0.483732454,0.565342140,0.157223742
1406,ENSDARG00000101471,fgd4a,protein_coding,   50.04940,-2.138145,0.5353084,-3.994231,6.490458e-05,1.000712e-03,4.830084e+01,  78.564402, 118.500513,  98.2182540, 102.2197635,  35.6535618,    9.776140,    7.149331,  11.2998141,  26.570746,   14.290053,18,12145971,12229524, 83554,+,fgd4a,ENSDARG00000101471, 4, 18.8255245,0.950000000,0.715460526,0.632978723,0.904633621,0.921807359,0.949848257
1420,ENSDARG00000077489,lrfn2b,protein_coding,   15.04609,-3.767839,0.9445983,-3.988827,6.640090e-05,1.013889e-03,0.000000e+00,  29.876603,  19.601589,  32.4816273,  56.7887575,  12.3416175,    8.146783,    0.000000,   1.5066419,   0.000000,    4.763351,20,   23370,   76300, 52931,+,lrfn2b,ENSDARG00000077489,11, 22.7127960,0.618507044,0.632736538,0.533255200,0.820228225,0.827928916,0.830108451
1448,ENSDARG00000024017,mdga2a,protein_coding,   12.25858,-5.682437,1.4307100,-3.971760,7.134349e-05,1.066610e-03,0.000000e+00,  74.138238,  21.383551,  28.6147669,   7.5718343,   0.0000000,    1.629357,    0.000000,   1.5066419,   0.000000,    0.000000,17,28338138,28564070,225933,+,mdga2a,ENSDARG00000024017, 1, 22.2912621,0.000000000,0.718750000,0.823529412,0.960000000,0.931034483,0.857142857
1460,ENSDARG00000099323,dlg2,protein_coding,   30.35268,-2.824172,0.7122448,-3.965171,7.334330e-05,1.088997e-03,9.470754e+00, 110.654087,  49.003971,  29.3881390,  59.0603078,  38.3961435,    0.000000,    2.042666,  16.5730607,  16.908657,    2.381675,10,29429529,29705509,275981,+,dlg2,ENSDARG00000099323, 1, 38.8059701,0.666666667,0.620689655,0.529411765,1.000000000,1.000000000,1.000000000
1478,ENSDARG00000032820,rxfp2a,protein_coding,   13.03506,-7.156376,1.8104872,-3.952735,7.726302e-05,1.133226e-03,0.000000e+00,  14.385031,   0.000000, 125.2862767,   3.0287337,   0.6856454,    0.000000,    0.000000,   0.0000000,   0.000000,    0.000000,10,33742098,33867426,125329,+,rxfp2a,ENSDARG00000032820, 1,-60.3157895,1.000000000,0.416666667,0.846153846,0.076923077,0.000000000,0.241379310
1479,ENSDARG00000023683,cacna1fb,protein_coding,   18.35467,-4.662700,1.1798036,-3.952099,7.746878e-05,1.134282e-03,0.000000e+00,  98.482137,  62.368691,  13.9206974,  13.6293018,   4.1138725,    3.258713,    6.127998,   0.0000000,   0.000000,    0.000000,8,22849472,22927224, 77753,+,cacna1fb,ENSDARG00000023683, 8, 28.5165557,0.467857143,0.584330743,0.447225422,0.416666667,0.642298824,0.950564535
1486,ENSDARG00000102769,CDH18,protein_coding,   18.72369,-2.887556,0.7312427,-3.948833,7.853303e-05,1.146847e-03,2.841226e+00,  89.629810,  39.203177,  17.7875578,  12.1149349,  17.8267809,    9.776140,    1.021333,   3.7666047,   6.038806,    5.954189,12,40808418,41114078,305661,+,CDH18,ENSDARG00000102769, 1, 15.2080344,0.842105263,0.823529412,0.812500000,0.980952381,0.981481481,0.956521739
1504,ENSDARG00000054931,ppp2r5b,protein_coding,   19.76361,-3.368501,0.8555950,-3.937027,8.249737e-05,1.188291e-03,1.894151e+00,  38.728930,  47.222009,  51.8159293,  28.7729705,  26.7401713,   17.922923,    2.042666,   2.2599628,   0.000000,    0.000000,7,25047577,25100304, 52728,+,ppp2r5b,ENSDARG00000054931, 1, 16.2894000,0.777777778,0.435897436,0.708333333,0.655172414,0.734693878,0.966101695
1528,ENSDARG00000101759,homer1b,protein_coding,   86.52263,-2.787195,0.7103517,-3.923683,8.720545e-05,1.237199e-03,6.534820e+01, 154.915721, 171.068409, 146.1673228, 156.7369708, 182.3816815,    4.888070,   29.618657,   0.0000000,   9.662090,   30.961781,5,51774983,51832997, 58015,-,homer1b,ENSDARG00000101759, 1,-22.9093432,0.935483871,0.524590164,0.620000000,0.666666667,0.461538462,0.511111111
1570,ENSDARG00000058644,dnajb2,protein_coding,   30.73392,-3.361915,0.8633445,-3.894060,9.858038e-05,1.360296e-03,9.470754e+00,  38.728930, 124.737382,  13.1473253,  22.7155030, 103.5324583,    0.000000,    0.000000,   3.0132838,   7.246567,   15.480891,9, 7621622, 7657301, 35680,-,dnajb2,ENSDARG00000058644, 1, 18.6446886,0.333333333,0.800000000,0.928571429,0.916666667,0.969696970,0.937500000
1585,ENSDARG00000034424,atp1b2b,protein_coding,  345.31491,-2.435077,0.6267891,-3.885002,1.023292e-04,1.399553e-03,2.566574e+02, 794.496343, 675.363824, 449.3291775, 767.0268182, 422.3575782,  187.376009,  155.242617,  65.5389219,   4.831045,   20.244242,5,38475531,38508981, 33451,-,atp1b2b,ENSDARG00000034424, 1, 15.6814450,1.000000000,0.771428571,0.730769231,1.000000000,0.944444444,0.909090909
1594,ENSDARG00000077465,sorcs2,protein_coding,   90.16576,-2.026358,0.5222050,-3.880388,1.042901e-04,1.417901e-03,5.019500e+01, 173.726916, 192.451960, 174.7820897,  93.1335623, 130.2726296,  101.020109,   33.703989,  17.3263816,  14.493134,   10.717540,7,39755608,40057772,302165,+,sorcs2,ENSDARG00000077465, 5, 17.4348948,0.546985830,0.709601937,0.641758138,0.781522655,0.890949303,0.669082568
1605,ENSDARG00000076899,slc2a13b,protein_coding,   18.87452,-3.400151,0.8774258,-3.875144,1.065618e-04,1.439410e-03,1.136490e+01,  45.368176,  36.530233,  31.7082552,  25.7442367,  47.3095339,    0.000000,    0.000000,   0.0000000,   4.831045,    4.763351,25,35661933,35681418, 19486,+,slc2a13b,ENSDARG00000076899, 2,  7.9316076,0.673913043,0.573170732,0.745989305,0.750000000,1.000000000,0.491176471
1606,ENSDARG00000003403,tenm1,protein_coding,   13.67236,-4.125137,1.0647266,-3.874362,1.069043e-04,1.443008e-03,4.735377e+00,  57.540125,  38.312196,  19.3343020,  17.4152190,   8.2277450,    0.000000,    0.000000,   0.0000000,   4.831045,    0.000000,5,21295747,21526251,230505,-,tenm1,ENSDARG00000003403, 2, 16.4005434,0.459954233,0.480902778,0.540865385,0.674636175,0.684472934,0.648982558
1621,ENSDARG00000017532,kif25,protein_coding,   73.66647,-3.492773,0.9046123,-3.861072,1.128909e-04,1.509715e-03,6.155990e+01, 193.644652, 189.779017,  64.1898825, 115.8490653, 169.3544185,    3.258713,    0.000000,   0.7533209,   2.415522,    9.526702,20,30902138,30922356, 20219,-,kif25,ENSDARG00000017532, 1,-73.1343284,0.230769231,0.933333333,0.750000000,0.000000000,0.000000000,0.000000000
1645,ENSDARG00000117297,CABZ01026153.1,lincRNA,   72.71642,-2.060189,0.5355623,-3.846778,1.196814e-04,1.577175e-03,2.178273e+01, 226.840878,  83.752242,  99.7649981, 115.8490653,  92.5621316,   91.243970,   13.277329,  12.8064560,  22.947463,   19.053404,23, 5869506, 5922464, 52959,+,CABZ01026153.1,ENSDARG00000117297, 2,-38.3234079,0.961184773,0.500000000,0.601973684,0.289010989,0.484157328,0.383071219
1656,ENSDARG00000013858,cdc14aa,protein_coding,   20.44914,-3.415228,0.8902768,-3.836142,1.249823e-04,1.636091e-03,0.000000e+00,  65.285911,  39.203177,   9.2804649,  35.5876214,  53.4803427,    1.629357,    0.000000,  12.0531351,   6.038806,    2.381675,2, 7073220, 7105532, 32313,+,cdc14aa,ENSDARG00000013858, 4,-25.7229065,0.854231975,0.809178744,0.818181818,0.518591954,0.534722222,0.625000000
1659,ENSDARG00000079251,nlgn2b,protein_coding,   10.47804,-4.193137,1.0935884,-3.834292,1.259266e-04,1.645471e-03,2.841226e+00,  47.581257,  18.710607,   9.2804649,  18.9295858,  13.0272630,    4.888070,    0.000000,   0.0000000,   0.000000,    0.000000,10,22379802,22478129, 98328,+,nlgn2b,ENSDARG00000079251, 1, 63.8370795,0.066666667,0.046511628,0.083333333,0.640000000,0.791666667,0.740740741
1664,ENSDARG00000045956,kcnk10b,protein_coding,   14.40445,-2.817763,0.7353060,-3.832096,1.270564e-04,1.654414e-03,5.682452e+00,  34.302767,  16.928645,  21.6544182,  34.8304379,  26.7401713,   11.405496,    1.021333,   2.2599628,   3.623284,    0.000000,17, 2725807, 2765952, 40146,+,kcnk10b,ENSDARG00000045956, 3,-82.5796301,0.898901099,0.813846154,0.914272686,0.005376344,0.116961169,0.002237136
1669,ENSDARG00000086645,hs3st3b1b,protein_coding,   27.84640,-2.804141,0.7318468,-3.831595,1.273151e-04,1.655825e-03,1.325906e+01,  66.392452,  86.425186,  54.1360455,  21.2011361,  32.9109801,    9.776140,    8.170664,   0.7533209,  13.285373,    0.000000,12,36969952,37006301, 36350,+,hs3st3b1b,ENSDARG00000086645, 1,-30.4609705,0.421052632,0.315789474,0.302325581,0.020408163,0.020833333,0.026315789
1721,ENSDARG00000093851,CU639468.1,processed_transcript,   16.77699,-3.705811,0.9760339,-3.796806,1.465724e-04,1.846251e-03,1.041783e+01,  60.859748,  41.876121,  27.8413948,  25.7442367,  13.0272630,    0.000000,    0.000000,   0.0000000,   1.207761,    3.572513,8,12452086,12671091,219006,-,CU639468.1,ENSDARG00000093851, 1, 15.8750535,0.550000000,0.531250000,0.590909091,0.736111111,0.709090909,0.687500000
1722,ENSDARG00000045414,elovl2,protein_coding,  110.50012, 2.069228,0.5451437, 3.795748,1.471988e-04,1.853064e-03,1.325906e+01,  35.409308,  55.240840,  54.9094176,  24.2298699,  31.5396893,  167.823730,  137.879956, 174.7704583, 343.004180,  177.434824,24, 8861272, 8889825, 28554,-,elovl2,ENSDARG00000045414, 2, 19.0580181,0.836538462,0.750000000,0.769230769,0.988888889,0.934782609,0.931818182
1729,ENSDARG00000095603,grid2ipb,protein_coding,   32.69819,-4.393863,1.1592686,-3.790203,1.505241e-04,1.887253e-03,1.894151e+01,  46.474716,  40.985140,  77.3372078, 106.0056807,  69.9358327,    0.000000,    0.000000,   0.0000000,   0.000000,    0.000000,12,18576597,18656238, 79642,+,grid2ipb,ENSDARG00000095603, 1, 23.3954343,0.205128205,0.281250000,0.125000000,0.366197183,0.416666667,0.555555556
1740,ENSDARG00000077881,chl1a,protein_coding,   11.06449,-4.829956,1.2778147,-3.779856,1.569190e-04,1.954995e-03,3.788302e+00,  53.113962,  46.331028,   9.2804649,   2.2715503,   6.1708088,    0.000000,    0.000000,   0.7533209,   0.000000,    0.000000,23,11283662,11452312,168651,+,chl1a,ENSDARG00000077881, 3, 28.3612641,0.557035911,0.751690821,0.739348371,0.950483092,0.960493827,0.952266252
1742,ENSDARG00000102829,cobll1b,protein_coding,   26.93734,-2.543076,0.6730465,-3.778455,1.578045e-04,1.963769e-03,7.576603e+00,  74.138238,  39.203177,  28.6147669,  53.7600238,  48.6808248,   21.181636,    2.042666,   3.0132838,  16.908657,    1.190838,9,50036347,50205757,169411,+,cobll1b,ENSDARG00000102829, 3,  8.0106484,0.266666667,0.307569836,0.384615385,0.344444444,0.348484848,0.462962963
1755,ENSDARG00000021735,cacna1ba,protein_coding,   18.06647,-3.588199,0.9526713,-3.766461,1.655781e-04,2.044079e-03,9.470754e-01,  96.269055,  10.691776,  19.3343020,  24.9870533,  29.4827530,    1.629357,    0.000000,   4.5199256,  10.869851,    0.000000,5,29296396,29490245,193850,-,cacna1ba,ENSDARG00000021735, 1,-39.6376491,0.870967742,0.814814815,1.000000000,0.000000000,0.545454545,0.625000000
1766,ENSDARG00000094526,ksr2,protein_coding,   31.06474,-2.435640,0.6478335,-3.759671,1.701372e-04,2.088468e-03,2.841226e+00, 101.801760,  57.913784,  66.5099987,  38.6163551,  13.7129084,   22.810992,   15.319995,   3.0132838,   8.454328,   10.717540,5,12272632,12527441,254810,-,ksr2,ENSDARG00000094526, 1, 23.8953472,0.211267606,0.209302326,0.255813953,0.918918919,0.250000000,0.217391304
1777,ENSDARG00000019304,phactr3b,protein_coding,  142.98681,-2.088937,0.5567607,-3.751947,1.754665e-04,2.140553e-03,1.070195e+02, 303.192198, 273.531259, 226.5980190, 224.8834798, 198.1515261,  102.649466,   89.877304,  24.1062701,  15.700896,    7.145026,11, 1422737, 1511773, 89037,-,phactr3b,ENSDARG00000019304, 4,-16.6290614,0.652549342,0.665940310,0.622408964,0.478424952,0.390935677,0.566508984
1857,ENSDARG00000031952,mb,protein_coding, 3218.36953,-3.741549,1.0138325,-3.690501,2.238132e-04,2.612721e-03,2.074095e+02,4749.273402,9406.089565,5074.8675783,5183.6777864,8072.7891644, 1547.888770,  795.618410, 284.7553157,  78.504478,    1.190838,1,55135943,55145085,  9143,+,mb,ENSDARG00000031952, 9,-25.2499888,0.718426501,0.724287749,0.427160494,0.378745527,0.179277740,0.490451414
1864,ENSDARG00000096920,si:zfos-375h5.1,protein_coding,   17.36417,-2.069395,0.5613260,-3.686619,2.272531e-04,2.642915e-03,4.735377e+00,  13.278490,  34.748271,  30.1615111,  40.1307220,  29.4827530,    8.146783,    8.170664,   3.0132838,   6.038806,   13.099215,5, 3611498, 3629110, 17613,-,si:zfos-375h5.1,ENSDARG00000096920, 1, 19.1904762,0.666666667,0.705882353,0.846153846,0.903225806,0.933333333,1.000000000
1871,ENSDARG00000104387,si:ch211-48m9.1,protein_coding,   10.97609,-4.569609,1.2420634,-3.679046,2.341077e-04,2.712446e-03,0.000000e+00,  40.942012,  29.402383,   4.6402325,  21.2011361,  18.5124263,    0.000000,    0.000000,   0.0000000,   6.038806,    0.000000,10,44809700,44901444, 91745,+,si:ch211-48m9.1,ENSDARG00000104387, 1,-24.4395745,0.764705882,0.282608696,0.428571429,0.000000000,0.400000000,0.338235294
1887,ENSDARG00000105756,CR788316.3,unprocessed_pseudogene,   34.38054, 2.306620,0.6286973, 3.668889,2.436070e-04,2.798576e-03,7.766018e+01,  13.278490,   5.345888,   4.6402325,  28.7729705,   2.7425817,   30.957775,   54.130649,  93.4117967,  39.856119,   27.389268,4,72428431,72431296,  2866,+,CR788316.3,ENSDARG00000105756, 1, 29.5048309,0.608695652,0.578947368,0.733333333,0.949367089,0.976744186,0.907692308
1936,ENSDARG00000076624,ptprb,protein_coding,   67.59637,-2.867010,0.7873835,-3.641187,2.713843e-04,3.039057e-03,3.788302e+00, 137.211068, 194.233923, 123.7395325,  81.0186274, 102.1611674,    0.000000,    5.106665,   8.2865304,  77.296717,   10.717540,4,74271067,74369912, 98846,-,ptprb,ENSDARG00000076624, 5, 49.2694801,0.405431627,0.579559459,0.387655678,0.914730706,0.947349674,0.945310817
1965,ENSDARG00000055158,prox1a,protein_coding,  795.94567,-2.148737,0.5935567,-3.620103,2.944854e-04,3.248781e-03,6.714764e+02,1128.671684,1089.670128,1343.3473001,2114.8133300,1213.5923918,  671.294919,  128.687959, 292.2885251,  24.155224,   77.404454,17,32822588,32867788, 45201,-,prox1a,ENSDARG00000055158, 1, 18.0069930,0.666666667,0.309090909,0.351351351,0.547169811,0.703703704,0.476190476
2047,ENSDARG00000099850,iqsec3a,protein_coding,   77.12751,-2.745203,0.7686434,-3.571491,3.549548e-04,3.759018e-03,8.239556e+01, 216.882010, 187.106073, 136.8868579, 113.5775150,  65.8219602,   16.293566,   12.255996,  13.5597769,   3.623284,    0.000000,4,26494489,26766355,271867,+,iqsec3a,ENSDARG00000099850,11, 27.2041519,0.334965107,0.417115365,0.535682029,0.615522457,0.575186948,0.826792481
2056,ENSDARG00000004358,gnb3a,protein_coding, 1386.48251,-4.880675,1.3698936,-3.562814,3.669011e-04,3.868523e-03,3.627299e+02,4273.460829,3630.748790,2538.9805333,2938.6289058,1272.5578978,  153.159520,   78.642641,   0.0000000,   1.207761,    1.190838,16,12020543,12049762, 29220,+,gnb3a,ENSDARG00000004358, 2, 61.4617397,0.000000000,0.000000000,0.000000000,0.440522716,0.584955867,0.812500000
2059,ENSDARG00000058969,cntnap2a,protein_coding,   46.05451,-2.033663,0.5709619,-3.561818,3.682951e-04,3.877563e-03,4.735377e+01, 107.334464, 120.282475,  87.3910449,  36.3448048,  40.4530797,   26.069706,   14.298662,   9.0398513,  12.077612,    5.954189,24,17417150,18181535,764386,-,cntnap2a,ENSDARG00000058969, 1, 17.0994968,0.333333333,0.850000000,0.735294118,0.863636364,0.896551724,0.795918367
2066,ENSDARG00000039647,slc6a1b,protein_coding,   58.85905,-3.200236,0.8994618,-3.557946,3.737665e-04,3.920145e-03,1.136490e+01, 285.487544, 149.684858,  57.2295338,  55.2743907,  23.9975897,   37.475202,   11.234663,   0.0000000,  15.700896,    0.000000,11,  997100, 1026483, 29384,-,slc6a1b,ENSDARG00000039647, 1, 21.8450416,0.500000000,0.724137931,0.727272727,0.875000000,0.947368421,0.900000000
2069,ENSDARG00000026840,arhgap23b,protein_coding,   39.05777,-3.191643,0.8973874,-3.556594,3.756945e-04,3.934447e-03,2.083566e+01, 184.792325,  65.932616,  32.4816273,  55.2743907,  41.8243706,    0.000000,   19.405327,   0.7533209,   0.000000,    8.335864,12,15475111,15561869, 86759,+,arhgap23b,ENSDARG00000026840, 1, 16.2298387,0.814814815,0.772727273,0.846153846,1.000000000,0.947368421,0.966666667
2101,ENSDARG00000102443,si:ch1073-450f2.1,protein_coding,   10.20766,-4.407198,1.2450391,-3.539807,4.004195e-04,4.131506e-03,5.682452e+00,  15.491572,  21.383551,  27.0680227,  37.8591717,   4.7995179,    0.000000,    0.000000,   0.0000000,   0.000000,    0.000000,18,50878096,50911958, 33863,+,shank2a,ENSDARG00000102443, 1, 26.2172285,0.458333333,0.066666667,0.400000000,0.531250000,0.500000000,0.857142857
2129,ENSDARG00000023542,cdh7a,protein_coding,   31.65844,-3.124309,0.8874066,-3.520718,4.303794e-04,4.382228e-03,0.000000e+00,  98.482137,  19.601589,  61.0963942, 102.9769470,  24.6832351,    0.000000,   19.405327,  13.5597769,   7.246567,    1.190838,2,27008439,27094653, 86215,+,cdh7a,ENSDARG00000023542, 2, -2.3406573,0.733333333,0.704545455,0.866666667,0.655172414,0.653846154,0.843245968
2143,ENSDARG00000087413,bean1,protein_coding,   19.87237,-3.470112,0.9879122,-3.512571,4.437936e-04,4.489294e-03,7.576603e+00,  58.646666,  90.880092,  25.5212786,  13.6293018,   8.9133904,    0.000000,    0.000000,   3.7666047,   9.662090,    0.000000,7,44482853,44589233,106381,+,bean1,ENSDARG00000087413, 2, 34.4949495,0.208333333,0.392857143,0.300000000,0.534482759,0.500000000,0.970588235
2148,ENSDARG00000103359,slitrk5a,protein_coding,   14.00244,-4.637847,1.3211254,-3.510527,4.472190e-04,4.514538e-03,0.000000e+00,  91.842892,  10.691776,  23.9745344,   9.0862012,  10.2846813,    8.146783,    0.000000,   0.0000000,   0.000000,    0.000000,15, 3089212, 3098150,  8939,-,slitrk5a,ENSDARG00000103359, 1,-27.3513251,0.937500000,0.421052632,0.648648649,0.355932203,0.300000000,0.315789474
2168,ENSDARG00000023445,atp2b3b,protein_coding,   53.09159,-2.969744,0.8489128,-3.498291,4.682505e-04,4.682073e-03,3.220056e+01, 168.194212, 119.391494, 109.0454631,  65.1177753,  43.8813068,   35.845845,    0.000000,   0.7533209,   3.623284,    5.954189,23,19834215,19955089,120875,-,atp2b3b,ENSDARG00000023445, 1,-29.4416244,0.271276596,0.103448276,0.418604651,0.000000000,0.000000000,0.000000000
2213,ENSDARG00000059582,sowahcb,protein_coding,  122.35987,-2.027478,0.5840883,-3.471184,5.181692e-04,5.075857e-03,8.144848e+01, 169.300753, 163.049578, 264.4932508, 255.1708171, 187.1811994,  109.166892,   62.301313,  40.6793308,   4.831045,    8.335864,6,   66220,   69904,  3685,+,sowahcb,ENSDARG00000059582, 2,-28.1332309,0.895861148,0.973684211,0.919871795,0.500000000,0.679824561,0.645989975
2240,ENSDARG00000111585,CABZ01048666.1,protein_coding,   28.24940,-3.210879,0.9285894,-3.457802,5.446012e-04,5.270475e-03,0.000000e+00,  38.728930,  40.985140,  61.0963942,  88.5904617,  45.9382431,    0.000000,    0.000000,  11.2998141,  20.531940,    3.572513,23, 2359184, 2397031, 37848,+,CABZ01048666.1,ENSDARG00000111585, 3,-35.9373128,0.961383249,0.934744268,0.917460317,0.579113837,0.462295440,0.836458671
2264,ENSDARG00000012204,CDK18,protein_coding,   13.46320,-3.558764,1.0330878,-3.444784,5.715163e-04,5.472319e-03,8.523678e+00,  69.712075,  25.838458,   8.5070929,  22.7155030,   8.2277450,    0.000000,    3.063999,   1.5066419,   0.000000,    0.000000,11,38278454,38420819,142366,+,CDK18,ENSDARG00000012204, 1,-44.8001274,0.916666667,0.857142857,0.894736842,0.279069767,0.750000000,0.166666667
2278,ENSDARG00000099240,acap3b,protein_coding,   55.78708,-2.014280,0.5860751,-3.436897,5.884187e-04,5.602936e-03,4.830084e+01,  70.818615,  62.368691,  88.1644169, 136.2930180, 115.8740758,   19.552279,   46.981318,  12.0531351,  10.869851,    2.381675,11, 3385106, 3496964,111859,-,acap3b,ENSDARG00000099240, 2,-64.2857143,0.860000000,0.871428571,0.966666667,0.145502646,0.216609321,0.367088608
2322,ENSDARG00000054332,trim66,protein_coding,   12.13697,-4.118451,1.2075902,-3.410471,6.485084e-04,6.054421e-03,1.894151e+00,  99.588678,   4.454906,  13.1473253,   0.7571834,   6.8564542,    3.258713,    2.042666,   1.5066419,   0.000000,    0.000000,7,28423996,28465106, 41111,-,trim66,ENSDARG00000054332, 1,-31.4814815,0.666666667,0.041666667,0.400000000,0.000000000,0.000000000,0.000000000
2329,ENSDARG00000063621,aadac,protein_coding,   28.10238,-2.255384,0.6619685,-3.407086,6.566046e-04,6.115635e-03,0.000000e+00,  59.753207,  27.620420,  35.5751156,  52.2456569,  70.6214782,   26.069706,    5.106665,  10.5464932,  10.869851,   10.717540,15, 1045374, 1068269, 22896,-,aadac,ENSDARG00000063621, 6,  3.1534719,0.636089808,0.551922201,0.476273862,0.639902756,0.582923590,0.634517150
2347,ENSDARG00000058848,mcoln1b,protein_coding,   88.10651,-2.338213,0.6880021,-3.398555,6.774285e-04,6.257050e-03,2.841226e+00, 216.882010, 263.730464, 122.1927884,  53.0028404, 126.1587571,   58.656838,    8.170664,   6.0265675,  54.349254,   57.160212,3, 5991765, 6037766, 46002,-,mcoln1b,ENSDARG00000058848, 1,-68.6382233,0.979166667,0.846153846,0.769230769,0.191919192,0.205673759,0.254545455
2396,ENSDARG00000009568,ca10b,protein_coding,   18.20941,-2.775571,0.8240370,-3.368260,7.564421e-04,6.843970e-03,2.841226e+00,  43.155094,  61.477710,  19.3343020,  15.9008521,  30.1683984,    9.776140,    0.000000,   6.7798885,  10.869851,    0.000000,3,34917810,34981673, 63864,+,ca10b,ENSDARG00000009568, 2, 28.0076970,0.583333333,0.295454545,0.400000000,0.550000000,0.698275862,0.789661319
2408,ENSDARG00000014746,rbfox1,protein_coding,  371.96288,-2.871413,0.8550380,-3.358229,7.844372e-04,7.061889e-03,2.737048e+02,1068.918478,1013.936717, 589.3095237, 456.5816105, 386.7040164,   84.726543,  178.733276,  11.2998141,  20.531940,    7.145026,3,27982269,28430198,447930,-,rbfox1,ENSDARG00000014746, 1, 16.5384615,0.800000000,0.739130435,0.818181818,0.953488372,0.933333333,0.952380952
2441,ENSDARG00000040741,kcnab1b,protein_coding,   18.88777,-3.647345,1.0910498,-3.342968,8.288735e-04,7.361049e-03,1.420613e+01,  55.327043,  36.530233,  57.2295338,  26.5014202,  14.3985538,    0.000000,    0.000000,   0.0000000,   0.000000,    3.572513,2,44424609,44510752, 86144,+,kcnab1b,ENSDARG00000040741, 1,-39.3155600,0.964102564,0.965517241,0.903225806,0.725274725,0.524509804,0.496453901
2442,ENSDARG00000092025,nlrc8,protein_coding,   13.42356,-3.291748,0.9848881,-3.342255,8.310054e-04,7.376959e-03,5.682452e+00,  53.113962,  31.184345,  17.0141857,  10.6005681,  20.5693626,    0.000000,    0.000000,   8.2865304,   1.207761,    0.000000,15,41312032,41525292,213261,-,nlrc8,ENSDARG00000092025, 1,-66.8333333,0.918918919,0.978260870,0.810810811,0.257425743,0.048076923,0.644444444
2451,ENSDARG00000004115,mgat4b,protein_coding,   18.91794,-2.619328,0.7849543,-3.336917,8.471310e-04,7.492495e-03,9.470754e-01,  58.646666,  32.075327,  34.8017435,  21.9583196,  26.7401713,    1.629357,    2.042666,   7.5332094,  20.531940,    1.190838,14,16483926,16756262,272337,-,mgat4b,ENSDARG00000004115, 1,-23.1106824,0.189189189,0.682926829,0.230769231,0.118881119,0.284090909,0.345454545
